ID,Year,Age_Group,State,Medicare_Medicaid_Status,Race,Sex,Medicare_Enrollment_Status,Age_Grouping,Urban_Rural_Description,Total_Eligible_Users,Total_Medicare_Enrollment,Total_Telehealth_Users,Percentage_of_Medicare_Telehealth_Users
3905,2022,85 and over,Florida,All,All,All,All,85 and over,All,282512.0,270126.66667,74192.0,0.2626
3906,2022,All,Florida,All,All,All,Aged,All,All,1822917.0,1836631.25,503115.0,0.276
3907,2022,All,Florida,All,All,All,Disabled,All,All,150291.0,158523.75,56092.0,0.3732
3908,2022,All,Florida,All,All,All,ESRD,All,All,21252.0,17812.416667,8185.0,0.3851
3909,2022,All,Florida,All,All,Female,All,All,All,1110975.0,1101796.25,331726.0,0.2986
3910,2022,All,Florida,All,All,Male,All,All,All,883485.0,911171.16667,235666.0,0.2667
3911,2022,All,Florida,All,American Indian/Alaska Native,All,All,All,All,1276.0,1305.6666667,354.0,0.2774
3912,2022,All,Florida,All,Asian/Pacific Islander,All,All,All,All,27204.0,29312.833333,6798.0,0.2499
3913,2022,All,Florida,All,Black/African American,All,All,All,All,123587.0,128445.83333,32089.0,0.2596
3914,2022,All,Florida,All,Hispanic,All,All,All,All,147716.0,149821.5,49486.0,0.335
3915,2022,All,Florida,All,Non-Hispanic White,All,All,All,All,1632463.0,1639782.5,460523.0,0.2821
3916,2022,All,Florida,Medicare & Medicaid,All,All,All,All,All,275062.0,258758.75,86903.0,0.3159
3917,2022,All,Florida,Medicare Only,All,All,All,All,All,1719398.0,1754208.6667,480489.0,0.2795
3994,2023,All,Florida,All,All,All,All,All,All,1946661.0,1963353.5833,479634.0,0.2464
3995,2023,All,Florida,All,All,All,All,All,Rural,131292.0,132560.25,29359.0,0.2236
3996,2023,All,Florida,All,All,All,All,All,Urban,1812688.0,1827287.5,449820.0,0.2482
3997,2023,0-64,Florida,All,All,All,All,0-64,All,141109.0,147002.0,47207.0,0.3345
3998,2023,65-74,Florida,All,All,All,All,65-74,All,862180.0,881693.25,205173.0,0.238
3999,2023,75-84,Florida,All,All,All,All,75-84,All,665325.0,668438.75,163971.0,0.2465
4000,2023,85 and over,Florida,All,All,All,All,85 and over,All,278047.0,266219.58333,63283.0,0.2276
4001,2023,All,Florida,All,All,All,Aged,All,All,1794690.0,1807277.1667,428434.0,0.2387
4002,2023,All,Florida,All,All,All,Disabled,All,All,132765.0,140138.25,44324.0,0.3339
4003,2023,All,Florida,All,All,All,ESRD,All,All,19206.0,15938.166667,6876.0,0.358
4004,2023,All,Florida,All,All,Female,All,All,All,1083851.0,1074001.75,281118.0,0.2594
4005,2023,All,Florida,All,All,Male,All,All,All,862810.0,889351.83333,198516.0,0.2301
4006,2023,All,Florida,All,American Indian/Alaska Native,All,All,All,All,1164.0,1192.0,263.0,0.2259
4007,2023,All,Florida,All,Asian/Pacific Islander,All,All,All,All,27166.0,29411.083333,5696.0,0.2097
4008,2023,All,Florida,All,Black/African American,All,All,All,All,115763.0,119755.25,25593.0,0.2211
4009,2023,All,Florida,All,Hispanic,All,All,All,All,140871.0,144303.41667,39466.0,0.2802
4010,2023,All,Florida,All,Non-Hispanic White,All,All,All,All,1593136.0,1598727.5,391497.0,0.2457
4011,2023,All,Florida,Medicare & Medicaid,All,All,All,All,All,253192.0,237797.0,69827.0,0.2758
4012,2023,All,Florida,Medicare Only,All,All,All,All,All,1693469.0,1725556.5833,409807.0,0.242
4127,2020,All,Georgia,All,All,All,All,All,All,857349.0,882774.91667,350406.0,0.4087
4128,2020,All,Georgia,All,All,All,All,All,Rural,182128.0,185015.91667,67462.0,0.3704
4129,2020,All,Georgia,All,All,All,All,All,Urban,674549.0,697011.41667,282688.0,0.4191
4130,2020,0-64,Georgia,All,All,All,All,0-64,All,121838.0,126581.33333,56298.0,0.4621
4131,2020,65-74,Georgia,All,All,All,All,65-74,All,403622.0,421781.66667,156779.0,0.3884
4132,2020,75-84,Georgia,All,All,All,All,75-84,All,236024.0,240338.16667,98527.0,0.4174
4133,2020,85 and over,Georgia,All,All,All,All,85 and over,All,95865.0,94073.75,38802.0,0.4048
4134,2020,All,Georgia,All,All,All,Aged,All,All,727506.0,749071.0,290076.0,0.3987
4135,2020,All,Georgia,All,All,All,Disabled,All,All,110450.0,116101.16667,50820.0,0.4601
4136,2020,All,Georgia,All,All,All,ESRD,All,All,19393.0,17602.75,9510.0,0.4904
4137,2020,All,Georgia,All,All,Female,All,All,All,479603.0,483070.41667,206431.0,0.4304
4138,2020,All,Georgia,All,All,Male,All,All,All,377746.0,399704.5,143975.0,0.3811
4139,2020,All,Georgia,All,American Indian/Alaska Native,All,All,All,All,442.0,459.16666667,198.0,0.448
4140,2020,All,Georgia,All,Asian/Pacific Islander,All,All,All,All,14828.0,16758.0,5841.0,0.3939
4141,2020,All,Georgia,All,Black/African American,All,All,All,All,166031.0,175309.08333,69008.0,0.4156
4142,2020,All,Georgia,All,Hispanic,All,All,All,All,16544.0,19221.25,6141.0,0.3712
4143,2020,All,Georgia,All,Non-Hispanic White,All,All,All,All,641360.0,651853.25,262038.0,0.4086
4144,2020,All,Georgia,Medicare & Medicaid,All,All,All,All,All,163710.0,158517.08333,71929.0,0.4394
4145,2020,All,Georgia,Medicare Only,All,All,All,All,All,693639.0,724257.83333,278477.0,0.4015
4222,2021,All,Georgia,All,All,All,All,All,All,812020.0,824631.08333,228555.0,0.2815
4223,2021,All,Georgia,All,All,All,All,All,Rural,164969.0,165203.08333,41352.0,0.2507
4224,2021,All,Georgia,All,All,All,All,All,Urban,646472.0,658789.91667,187041.0,0.2893
4225,2021,0-64,Georgia,All,All,All,All,0-64,All,104352.0,107042.91667,38868.0,0.3725
4226,2021,65-74,Georgia,All,All,All,All,65-74,All,383274.0,394009.75,99810.0,0.2604
4227,2021,75-84,Georgia,All,All,All,All,75-84,All,233167.0,234789.16667,64463.0,0.2765
4228,2021,85 and over,Georgia,All,All,All,All,85 and over,All,91227.0,88789.25,25414.0,0.2786
4229,2021,All,Georgia,All,All,All,Aged,All,All,700939.0,711988.91667,187086.0,0.2669
4230,2021,All,Georgia,All,All,All,Disabled,All,All,95336.0,99563.666667,35660.0,0.374
4231,2021,All,Georgia,All,All,All,ESRD,All,All,15745.0,13078.5,5809.0,0.3689
4232,2021,All,Georgia,All,All,Female,All,All,All,454648.0,452396.41667,137045.0,0.3014
4233,2021,All,Georgia,All,All,Male,All,All,All,357372.0,372234.66667,91510.0,0.2561
4234,2021,All,Georgia,All,American Indian/Alaska Native,All,All,All,All,405.0,404.08333333,135.0,0.3333
4235,2021,All,Georgia,All,Asian/Pacific Islander,All,All,All,All,15239.0,16477.416667,4137.0,0.2715
4236,2021,All,Georgia,All,Black/African American,All,All,All,All,150647.0,156158.0,46175.0,0.3065
4237,2021,All,Georgia,All,Hispanic,All,All,All,All,16252.0,18481.833333,4106.0,0.2526
4238,2021,All,Georgia,All,Non-Hispanic White,All,All,All,All,610740.0,613564.25,168941.0,0.2766
4239,2021,All,Georgia,Medicare & Medicaid,All,All,All,All,All,145536.0,138221.75,49801.0,0.3422
4240,2021,All,Georgia,Medicare Only,All,All,All,All,All,666484.0,686409.33333,178754.0,0.2682
4317,2022,All,Georgia,All,All,All,All,All,All,772023.0,784961.33333,180989.0,0.2344
4318,2022,All,Georgia,All,All,All,All,All,Rural,152124.0,152822.58333,30241.0,0.1988
4319,2022,All,Georgia,All,All,All,All,All,Urban,619397.0,631558.0,150643.0,0.2432
4320,2022,0-64,Georgia,All,All,All,All,0-64,All,88092.0,91299.083333,27466.0,0.3118
4321,2022,65-74,Georgia,All,All,All,All,65-74,All,360732.0,370534.16667,79444.0,0.2202
4322,2022,75-84,Georgia,All,All,All,All,75-84,All,234713.0,236849.0,53843.0,0.2294
4323,2022,85 and over,Georgia,All,All,All,All,85 and over,All,88486.0,86279.083333,20236.0,0.2287
4324,2022,All,Georgia,All,All,All,Aged,All,All,678056.0,688710.0,151530.0,0.2235
4325,2022,All,Georgia,All,All,All,Disabled,All,All,80797.0,85175.916667,25288.0,0.313
4326,2022,All,Georgia,All,All,All,ESRD,All,All,13170.0,11075.416667,4171.0,0.3167
4327,2022,All,Georgia,All,All,Female,All,All,All,432553.0,431401.58333,108450.0,0.2507
4328,2022,All,Georgia,All,All,Male,All,All,All,339470.0,353559.75,72539.0,0.2137
4329,2022,All,Georgia,All,American Indian/Alaska Native,All,All,All,All,356.0,362.83333333,94.0,0.264
4330,2022,All,Georgia,All,Asian/Pacific Islander,All,All,All,All,15079.0,16363.583333,3442.0,0.2283
4331,2022,All,Georgia,All,Black/African American,All,All,All,All,135707.0,140962.58333,34039.0,0.2508
4332,2022,All,Georgia,All,Hispanic,All,All,All,All,15732.0,18043.0,3340.0,0.2123
4333,2022,All,Georgia,All,Non-Hispanic White,All,All,All,All,585739.0,589088.58333,135540.0,0.2314
4334,2022,All,Georgia,Medicare & Medicaid,All,All,All,All,All,128775.0,123427.0,36249.0,0.2815
4335,2022,All,Georgia,Medicare Only,All,All,All,All,All,643248.0,661534.33333,144740.0,0.225
4412,2023,All,Georgia,All,All,All,All,All,All,742359.0,754586.16667,145089.0,0.1954
4413,2023,All,Georgia,All,All,All,All,All,Rural,172492.0,172967.66667,27974.0,0.1622
4414,2023,All,Georgia,All,All,All,All,All,Urban,569435.0,581114.33333,117034.0,0.2055
4415,2023,0-64,Georgia,All,All,All,All,0-64,All,75569.0,78054.5,20830.0,0.2756
4416,2023,65-74,Georgia,All,All,All,All,65-74,All,346136.0,355093.5,63341.0,0.183
4417,2023,75-84,Georgia,All,All,All,All,75-84,All,233774.0,236371.41667,44113.0,0.1887
4418,2023,85 and over,Georgia,All,All,All,All,85 and over,All,86880.0,85066.75,16805.0,0.1934
4419,2023,All,Georgia,All,All,All,Aged,All,All,661458.0,672021.08333,122518.0,0.1852
4420,2023,All,Georgia,All,All,All,Disabled,All,All,69498.0,73081.0,18995.0,0.2733
4421,2023,All,Georgia,All,All,All,ESRD,All,All,11403.0,9484.0833333,3576.0,0.3136
4422,2023,All,Georgia,All,All,Female,All,All,All,415588.0,414474.83333,86567.0,0.2083
4423,2023,All,Georgia,All,All,Male,All,All,All,326771.0,340111.33333,58522.0,0.1791
4424,2023,All,Georgia,All,American Indian/Alaska Native,All,All,All,All,305.0,321.41666667,62.0,0.2033
4425,2023,All,Georgia,All,Asian/Pacific Islander,All,All,All,All,14804.0,16275.416667,2871.0,0.1939
4426,2023,All,Georgia,All,Black/African American,All,All,All,All,124194.0,128824.91667,27066.0,0.2179
4427,2023,All,Georgia,All,Hispanic,All,All,All,All,15429.0,17886.25,2719.0,0.1762
4428,2023,All,Georgia,All,Non-Hispanic White,All,All,All,All,565373.0,568670.66667,108075.0,0.1912
4429,2023,All,Georgia,Medicare & Medicaid,All,All,All,All,All,115197.0,110899.25,28837.0,0.2503
4430,2023,All,Georgia,Medicare Only,All,All,All,All,All,627162.0,643686.91667,116252.0,0.1854
4545,2020,All,Hawaii,All,All,All,All,All,All,101595.0,110054.16667,52125.0,0.5131
4546,2020,All,Hawaii,All,All,All,All,All,Rural,33284.0,36560.75,14227.0,0.4274
4547,2020,All,Hawaii,All,All,All,All,All,Urban,68290.0,73425.833333,37893.0,0.5549
4548,2020,0-64,Hawaii,All,All,All,All,0-64,All,8119.0,9127.6666667,4256.0,0.5242
4549,2020,65-74,Hawaii,All,All,All,All,65-74,All,49693.0,54776.083333,23782.0,0.4786
4550,2020,75-84,Hawaii,All,All,All,All,75-84,All,28298.0,30140.25,15429.0,0.5452
4551,2020,85 and over,Hawaii,All,All,All,All,85 and over,All,15485.0,16010.166667,8658.0,0.5591
4552,2020,All,Hawaii,All,All,All,Aged,All,All,92251.0,99813.333333,47112.0,0.5107
4553,2020,All,Hawaii,All,All,All,Disabled,All,All,6778.0,7888.3333333,3450.0,0.509
4554,2020,All,Hawaii,All,All,All,ESRD,All,All,2566.0,2352.5,1563.0,0.6091
4555,2020,All,Hawaii,All,All,Female,All,All,All,54914.0,57900.25,29011.0,0.5283
4556,2020,All,Hawaii,All,All,Male,All,All,All,46681.0,52153.916667,23114.0,0.4951
4557,2020,All,Hawaii,All,American Indian/Alaska Native,All,All,All,All,115.0,128.5,62.0,0.5391
4558,2020,All,Hawaii,All,Asian/Pacific Islander,All,All,All,All,48785.0,52079.75,25681.0,0.5264
4559,2020,All,Hawaii,All,Black/African American,All,All,All,All,985.0,1269.9166667,458.0,0.465
4560,2020,All,Hawaii,All,Hispanic,All,All,All,All,5734.0,6472.3333333,2675.0,0.4665
4561,2020,All,Hawaii,All,Non-Hispanic White,All,All,All,All,32344.0,35495.916667,16137.0,0.4989
4562,2020,All,Hawaii,Medicare & Medicaid,All,All,All,All,All,12576.0,12681.5,5753.0,0.4575
4563,2020,All,Hawaii,Medicare Only,All,All,All,All,All,89019.0,97372.666667,46372.0,0.5209
4639,2021,All,Hawaii,All,All,All,All,All,All,101066.0,108391.5,44389.0,0.4392
4640,2021,All,Hawaii,All,All,All,All,All,Rural,32863.0,35734.833333,12082.0,0.3676
4641,2021,All,Hawaii,All,All,All,All,All,Urban,68181.0,72608.166667,32303.0,0.4738
4642,2021,0-64,Hawaii,All,All,All,All,0-64,All,7436.0,8197.4166667,3866.0,0.5199
4643,2021,65-74,Hawaii,All,All,All,All,65-74,All,48905.0,53398.833333,20314.0,0.4154
4644,2021,75-84,Hawaii,All,All,All,All,75-84,All,29488.0,31157.5,13144.0,0.4457
4645,2021,85 and over,Hawaii,All,All,All,All,85 and over,All,15237.0,15637.75,7065.0,0.4637
4646,2021,All,Hawaii,All,All,All,Aged,All,All,92510.0,99207.916667,39851.0,0.4308
4647,2021,All,Hawaii,All,All,All,Disabled,All,All,6256.0,7152.1666667,3189.0,0.5098
4648,2021,All,Hawaii,All,All,All,ESRD,All,All,2300.0,2031.4166667,1349.0,0.5865
4649,2021,All,Hawaii,All,All,Female,All,All,All,54818.0,57106.333333,24895.0,0.4541
4650,2021,All,Hawaii,All,All,Male,All,All,All,46248.0,51285.166667,19494.0,0.4215
4651,2021,All,Hawaii,All,American Indian/Alaska Native,All,All,All,All,103.0,118.0,48.0,0.466
4652,2021,All,Hawaii,All,Asian/Pacific Islander,All,All,All,All,48253.0,50956.0,21452.0,0.4446
4653,2021,All,Hawaii,All,Black/African American,All,All,All,All,976.0,1227.5,404.0,0.4139
4654,2021,All,Hawaii,All,Hispanic,All,All,All,All,5583.0,6274.8333333,2296.0,0.4112
4655,2021,All,Hawaii,All,Non-Hispanic White,All,All,All,All,32385.0,35208.25,14146.0,0.4368
4656,2021,All,Hawaii,Medicare & Medicaid,All,All,All,All,All,12218.0,12333.0,5225.0,0.4276
4657,2021,All,Hawaii,Medicare Only,All,All,All,All,All,88848.0,96058.5,39164.0,0.4408
4734,2022,All,Hawaii,All,All,All,All,All,All,98993.0,105545.83333,42192.0,0.4262
4735,2022,All,Hawaii,All,All,All,All,All,Rural,32014.0,34608.0,11636.0,0.3635
4736,2022,All,Hawaii,All,All,All,All,All,Urban,66961.0,70880.583333,30554.0,0.4563
4737,2022,0-64,Hawaii,All,All,All,All,0-64,All,6537.0,7212.0833333,3366.0,0.5149
4738,2022,65-74,Hawaii,All,All,All,All,65-74,All,46902.0,50856.166667,18990.0,0.4049
4739,2022,75-84,Hawaii,All,All,All,All,75-84,All,30606.0,32236.5,13189.0,0.4309
4740,2022,85 and over,Hawaii,All,All,All,All,85 and over,All,14948.0,15241.083333,6647.0,0.4447
4741,2022,All,Hawaii,All,All,All,Aged,All,All,91439.0,97407.75,38184.0,0.4176
4742,2022,All,Hawaii,All,All,All,Disabled,All,All,5521.0,6330.75,2778.0,0.5032
4743,2022,All,Hawaii,All,All,All,ESRD,All,All,2033.0,1807.3333333,1230.0,0.605
4744,2022,All,Hawaii,All,All,Female,All,All,All,53723.0,55793.25,23731.0,0.4417
4745,2022,All,Hawaii,All,All,Male,All,All,All,45270.0,49752.583333,18461.0,0.4078
4746,2022,All,Hawaii,All,American Indian/Alaska Native,All,All,All,All,104.0,116.0,45.0,0.4327
4747,2022,All,Hawaii,All,Asian/Pacific Islander,All,All,All,All,47147.0,49510.75,20174.0,0.4279
4748,2022,All,Hawaii,All,Black/African American,All,All,All,All,917.0,1171.25,351.0,0.3828
4749,2022,All,Hawaii,All,Hispanic,All,All,All,All,5324.0,5966.5833333,2195.0,0.4123
4750,2022,All,Hawaii,All,Non-Hispanic White,All,All,All,All,32069.0,34577.083333,13722.0,0.4279
4751,2022,All,Hawaii,Medicare & Medicaid,All,All,All,All,All,11141.0,11469.0,4674.0,0.4195
4752,2022,All,Hawaii,Medicare Only,All,All,All,All,All,87852.0,94076.833333,37518.0,0.4271
4829,2023,All,Hawaii,All,All,All,All,All,All,96411.0,102726.0,33747.0,0.35
4830,2023,All,Hawaii,All,All,All,All,All,Rural,31374.0,33816.666667,9341.0,0.2977
4831,2023,All,Hawaii,All,All,All,All,All,Urban,65009.0,68836.583333,24400.0,0.3753
4832,2023,0-64,Hawaii,All,All,All,All,0-64,All,5600.0,6269.4166667,2481.0,0.443
4833,2023,65-74,Hawaii,All,All,All,All,65-74,All,44983.0,48556.416667,15100.0,0.3357
4834,2023,75-84,Hawaii,All,All,All,All,75-84,All,31278.0,33005.0,11052.0,0.3533
4835,2023,85 and over,Hawaii,All,All,All,All,85 and over,All,14550.0,14895.166667,5114.0,0.3515
4836,2023,All,Hawaii,All,All,All,Aged,All,All,89829.0,95563.583333,30675.0,0.3415
4837,2023,All,Hawaii,All,All,All,Disabled,All,All,4757.0,5534.8333333,1984.0,0.4171
4838,2023,All,Hawaii,All,All,All,ESRD,All,All,1825.0,1627.5833333,1088.0,0.5962
4839,2023,All,Hawaii,All,All,Female,All,All,All,52402.0,54418.25,19014.0,0.3628
4840,2023,All,Hawaii,All,All,Male,All,All,All,44009.0,48307.75,14733.0,0.3348
4841,2023,All,Hawaii,All,American Indian/Alaska Native,All,All,All,All,96.0,101.33333333,38.0,0.3958
4842,2023,All,Hawaii,All,Asian/Pacific Islander,All,All,All,All,45627.0,48090.166667,15988.0,0.3504
4843,2023,All,Hawaii,All,Black/African American,All,All,All,All,891.0,1136.8333333,294.0,0.33
4844,2023,All,Hawaii,All,Hispanic,All,All,All,All,5076.0,5698.25,1567.0,0.3087
4845,2023,All,Hawaii,All,Non-Hispanic White,All,All,All,All,31033.0,33453.0,11269.0,0.3631
4846,2023,All,Hawaii,Medicare & Medicaid,All,All,All,All,All,9987.0,10476.5,3273.0,0.3277
4847,2023,All,Hawaii,Medicare Only,All,All,All,All,All,86424.0,92249.5,30474.0,0.3526
4962,2020,All,Idaho,All,All,All,All,All,All,182775.0,194966.33333,61565.0,0.3368
4963,2020,All,Idaho,All,All,All,All,All,Rural,76842.0,83485.0,21883.0,0.2848
4964,2020,All,Idaho,All,All,All,All,All,Urban,105914.0,111446.5,39676.0,0.3746
4965,2020,0-64,Idaho,All,All,All,All,0-64,All,23618.0,24921.833333,10957.0,0.4639
4966,2020,65-74,Idaho,All,All,All,All,65-74,All,89994.0,98400.666667,27643.0,0.3072
4967,2020,75-84,Idaho,All,All,All,All,75-84,All,49509.0,51861.833333,16473.0,0.3327
4968,2020,85 and over,Idaho,All,All,All,All,85 and over,All,19654.0,19782.0,6492.0,0.3303
4969,2020,All,Idaho,All,All,All,Aged,All,All,158396.0,169355.08333,50214.0,0.317
4970,2020,All,Idaho,All,All,All,Disabled,All,All,22832.0,24205.333333,10518.0,0.4607
4971,2020,All,Idaho,All,All,All,ESRD,All,All,1547.0,1405.9166667,833.0,0.5385
4972,2020,All,Idaho,All,All,Female,All,All,All,98458.0,101122.16667,35087.0,0.3564
4973,2020,All,Idaho,All,All,Male,All,All,All,84317.0,93844.166667,26478.0,0.314
4974,2020,All,Idaho,All,American Indian/Alaska Native,All,All,All,All,1653.0,1726.4166667,614.0,0.3714
4975,2020,All,Idaho,All,Asian/Pacific Islander,All,All,All,All,1382.0,1536.75,452.0,0.3271
4976,2020,All,Idaho,All,Black/African American,All,All,All,All,495.0,551.58333333,206.0,0.4162
4977,2020,All,Idaho,All,Hispanic,All,All,All,All,6631.0,7423.0833333,2026.0,0.3055
4978,2020,All,Idaho,All,Non-Hispanic White,All,All,All,All,168246.0,178995.16667,56881.0,0.3381
4979,2020,All,Idaho,Medicare & Medicaid,All,All,All,All,All,30442.0,30575.666667,12889.0,0.4234
4980,2020,All,Idaho,Medicare Only,All,All,All,All,All,152333.0,164390.66667,48676.0,0.3195
5057,2021,All,Idaho,All,All,All,All,All,All,181054.0,190787.66667,42376.0,0.2341
5058,2021,All,Idaho,All,All,All,All,All,Rural,76421.0,81849.583333,15435.0,0.202
5059,2021,All,Idaho,All,All,All,All,All,Urban,104623.0,108915.16667,26939.0,0.2575
5060,2021,0-64,Idaho,All,All,All,All,0-64,All,21323.0,22461.5,7901.0,0.3705
5061,2021,65-74,Idaho,All,All,All,All,65-74,All,89989.0,96685.583333,18925.0,0.2103
5062,2021,75-84,Idaho,All,All,All,All,75-84,All,50705.0,52627.166667,11312.0,0.2231
5063,2021,85 and over,Idaho,All,All,All,All,85 and over,All,19037.0,19013.416667,4238.0,0.2226
5064,2021,All,Idaho,All,All,All,Aged,All,All,159023.0,167702.08333,34188.0,0.215
5065,2021,All,Idaho,All,All,All,Disabled,All,All,20642.0,21865.75,7593.0,0.3678
5066,2021,All,Idaho,All,All,All,ESRD,All,All,1389.0,1219.8333333,595.0,0.4284
5067,2021,All,Idaho,All,All,Female,All,All,All,97124.0,98883.0,24268.0,0.2499
5068,2021,All,Idaho,All,All,Male,All,All,All,83930.0,91904.666667,18108.0,0.2158
5069,2021,All,Idaho,All,American Indian/Alaska Native,All,All,All,All,1471.0,1537.3333333,387.0,0.2631
5070,2021,All,Idaho,All,Asian/Pacific Islander,All,All,All,All,1397.0,1510.0833333,330.0,0.2362
5071,2021,All,Idaho,All,Black/African American,All,All,All,All,485.0,526.41666667,139.0,0.2866
5072,2021,All,Idaho,All,Hispanic,All,All,All,All,6476.0,7075.9166667,1311.0,0.2024
5073,2021,All,Idaho,All,Non-Hispanic White,All,All,All,All,166610.0,175223.83333,39147.0,0.235
5074,2021,All,Idaho,Medicare & Medicaid,All,All,All,All,All,28099.0,28203.166667,9027.0,0.3213
5075,2021,All,Idaho,Medicare Only,All,All,All,All,All,152955.0,162584.5,33349.0,0.218
5152,2022,All,Idaho,All,All,All,All,All,All,175102.0,184333.75,30513.0,0.1743
5153,2022,All,Idaho,All,All,All,All,All,Rural,73835.0,79048.0,11700.0,0.1585
5154,2022,All,Idaho,All,All,All,All,All,Urban,101258.0,105260.16667,18812.0,0.1858
5155,2022,0-64,Idaho,All,All,All,All,0-64,All,18884.0,19977.583333,5790.0,0.3066
5156,2022,65-74,Idaho,All,All,All,All,65-74,All,85987.0,92235.083333,13481.0,0.1568
5157,2022,75-84,Idaho,All,All,All,All,75-84,All,51590.0,53703.5,8391.0,0.1626
5158,2022,85 and over,Idaho,All,All,All,All,85 and over,All,18641.0,18417.583333,2851.0,0.1529
5159,2022,All,Idaho,All,All,All,Aged,All,All,155554.0,163762.5,24513.0,0.1576
5160,2022,All,Idaho,All,All,All,Disabled,All,All,18280.0,19467.25,5569.0,0.3046
5161,2022,All,Idaho,All,All,All,ESRD,All,All,1268.0,1104.0,431.0,0.3399
5162,2022,All,Idaho,All,All,Female,All,All,All,94020.0,95582.5,17400.0,0.1851
5163,2022,All,Idaho,All,All,Male,All,All,All,81082.0,88751.25,13113.0,0.1617
5164,2022,All,Idaho,All,American Indian/Alaska Native,All,All,All,All,1341.0,1390.0833333,248.0,0.1849
5165,2022,All,Idaho,All,Asian/Pacific Islander,All,All,All,All,1402.0,1494.5,229.0,0.1633
5166,2022,All,Idaho,All,Black/African American,All,All,All,All,448.0,482.83333333,97.0,0.2165
5167,2022,All,Idaho,All,Hispanic,All,All,All,All,6057.0,6719.6666667,927.0,0.153
5168,2022,All,Idaho,All,Non-Hispanic White,All,All,All,All,161157.0,169242.75,28128.0,0.1745
5169,2022,All,Idaho,Medicare & Medicaid,All,All,All,All,All,25854.0,25903.333333,6513.0,0.2519
5170,2022,All,Idaho,Medicare Only,All,All,All,All,All,149248.0,158430.41667,24000.0,0.1608
5247,2023,All,Idaho,All,All,All,All,All,All,170558.0,178638.66667,21899.0,0.1284
5248,2023,All,Idaho,All,All,All,All,All,Rural,71326.0,76040.666667,8493.0,0.1191
5249,2023,All,Idaho,All,All,All,All,All,Urban,99219.0,102574.16667,13405.0,0.1351
5250,2023,0-64,Idaho,All,All,All,All,0-64,All,17259.0,17875.083333,4121.0,0.2388
5251,2023,65-74,Idaho,All,All,All,All,65-74,All,82886.0,88207.583333,9653.0,0.1165
5252,2023,75-84,Idaho,All,All,All,All,75-84,All,51920.0,54165.333333,6128.0,0.118
5253,2023,85 and over,Idaho,All,All,All,All,85 and over,All,18493.0,18390.666667,1997.0,0.108
5254,2023,All,Idaho,All,All,All,Aged,All,All,152650.0,160179.75,17582.0,0.1152
5255,2023,All,Idaho,All,All,All,Disabled,All,All,16727.0,17424.583333,3943.0,0.2357
5256,2023,All,Idaho,All,All,All,ESRD,All,All,1181.0,1034.3333333,374.0,0.3167
5257,2023,All,Idaho,All,All,Female,All,All,All,91483.0,92740.75,12447.0,0.1361
5258,2023,All,Idaho,All,All,Male,All,All,All,79075.0,85897.916667,9452.0,0.1195
5259,2023,All,Idaho,All,American Indian/Alaska Native,All,All,All,All,1187.0,1231.1666667,158.0,0.1331
5260,2023,All,Idaho,All,Asian/Pacific Islander,All,All,All,All,1399.0,1483.9166667,153.0,0.1094
5261,2023,All,Idaho,All,Black/African American,All,All,All,All,432.0,458.08333333,84.0,0.1944
5262,2023,All,Idaho,All,Hispanic,All,All,All,All,5815.0,6426.1666667,626.0,0.1077
5263,2023,All,Idaho,All,Non-Hispanic White,All,All,All,All,156396.0,163530.5,20173.0,0.129
5264,2023,All,Idaho,Medicare & Medicaid,All,All,All,All,All,24303.0,23904.5,4554.0,0.1874
5265,2023,All,Idaho,Medicare Only,All,All,All,All,All,146255.0,154734.16667,17345.0,0.1186
5380,2020,All,Illinois,All,All,All,All,All,All,1335330.0,1386115.0833,610824.0,0.4574
5381,2020,All,Illinois,All,All,All,All,All,Rural,250977.0,259403.33333,86460.0,0.3445
5382,2020,All,Illinois,All,All,All,All,All,Urban,1084005.0,1126143.5,524190.0,0.4836
5383,2020,0-64,Illinois,All,All,All,All,0-64,All,161958.0,167707.58333,92835.0,0.5732
5384,2020,65-74,Illinois,All,All,All,All,65-74,All,614712.0,650683.58333,257863.0,0.4195
5385,2020,75-84,Illinois,All,All,All,All,75-84,All,375933.0,387969.33333,174226.0,0.4634
5386,2020,85 and over,Illinois,All,All,All,All,85 and over,All,182727.0,179754.58333,85900.0,0.4701
5387,2020,All,Illinois,All,All,All,Aged,All,All,1163353.0,1209572.0,511398.0,0.4396
5388,2020,All,Illinois,All,All,All,Disabled,All,All,153637.0,160187.08333,87512.0,0.5696
5389,2020,All,Illinois,All,All,All,ESRD,All,All,18340.0,16356.0,11914.0,0.6496
5390,2020,All,Illinois,All,All,Female,All,All,All,755964.0,770513.08333,358792.0,0.4746
5391,2020,All,Illinois,All,All,Male,All,All,All,579366.0,615602.0,252032.0,0.435
5392,2020,All,Illinois,All,American Indian/Alaska Native,All,All,All,All,524.0,547.0,273.0,0.521
5393,2020,All,Illinois,All,Asian/Pacific Islander,All,All,All,All,35087.0,38670.0,16362.0,0.4663
5394,2020,All,Illinois,All,Black/African American,All,All,All,All,130304.0,135053.75,75259.0,0.5776
5395,2020,All,Illinois,All,Hispanic,All,All,All,All,71245.0,81112.333333,36355.0,0.5103
5396,2020,All,Illinois,All,Non-Hispanic White,All,All,All,All,1062779.0,1092956.0833,467360.0,0.4398
